timestamp,open,high,low,close,volume
2026-03-01 16:00:00+00:00,66842.42,67112.37,65730.28,66135.45,1500.74296
2026-03-01 17:00:00+00:00,66135.45,66219.77,65699.98,65979.61,952.1973
2026-03-01 18:00:00+00:00,65979.61,66657.44,65979.61,66316.83,906.08265
2026-03-01 19:00:00+00:00,66316.84,66345.95,65772.29,65962.17,541.15631
2026-03-01 20:00:00+00:00,65962.16,65962.16,65084.02,65300.0,961.21349
2026-03-01 21:00:00+00:00,65300.01,65756.5,65281.83,65666.2,996.50526
2026-03-01 22:00:00+00:00,65666.19,66491.43,65056.0,65268.71,1763.29476
2026-03-01 23:00:00+00:00,65268.71,66080.0,65125.67,65776.47,831.95524
2026-03-02 00:00:00+00:00,65776.48,66796.44,65761.04,66501.52,990.0826
2026-03-02 01:00:00+00:00,66501.52,67079.0,66358.45,66532.02,886.93071
2026-03-02 02:00:00+00:00,66532.02,66609.94,65890.5,66276.77,554.16265
2026-03-02 03:00:00+00:00,66276.77,67037.22,66101.07,66820.03,509.4124
2026-03-02 04:00:00+00:00,66820.03,66975.74,66633.13,66862.12,750.65203
2026-03-02 05:00:00+00:00,66862.11,66995.64,66547.81,66730.78,887.19458
2026-03-02 06:00:00+00:00,66730.78,66739.45,66062.83,66204.9,677.75967
2026-03-02 07:00:00+00:00,66204.9,66209.46,65542.6,66007.52,1294.85905
2026-03-02 08:00:00+00:00,66007.8,66306.0,65654.54,66282.0,1104.41132
2026-03-02 09:00:00+00:00,66281.99,66720.84,66164.96,66168.62,1786.28426
2026-03-02 10:00:00+00:00,66168.61,66381.74,66079.24,66316.4,436.29038
2026-03-02 11:00:00+00:00,66316.39,66462.4,66003.59,66359.68,1034.77975
2026-03-02 12:00:00+00:00,66359.67,66391.38,65874.92,65963.43,763.09374
2026-03-02 13:00:00+00:00,65963.43,66157.28,65350.0,65440.01,1576.81345
2026-03-02 14:00:00+00:00,65440.01,67220.81,65259.21,67177.06,3015.13713
2026-03-02 15:00:00+00:00,67177.05,69617.74,66975.29,69130.2,5476.56874
2026-03-02 16:00:00+00:00,69130.2,70096.0,68933.69,69428.62,3440.03188
2026-03-02 17:00:00+00:00,69428.62,69578.0,68793.88,69198.0,1445.4415
2026-03-02 18:00:00+00:00,69198.0,69268.15,68727.83,68877.67,1055.7431
2026-03-02 19:00:00+00:00,68877.67,69049.32,68576.18,68966.53,886.89114
2026-03-02 20:00:00+00:00,68966.52,69505.0,68584.9,69106.58,1028.13825
2026-03-02 21:00:00+00:00,69106.58,69539.77,69000.71,69413.82,441.38382
2026-03-02 22:00:00+00:00,69413.82,69501.62,69136.36,69440.49,1330.59238
2026-03-02 23:00:00+00:00,69440.48,69479.58,68740.0,68830.06,637.72978
2026-03-03 00:00:00+00:00,68830.06,69166.61,68644.38,69092.88,602.91075
2026-03-03 01:00:00+00:00,69092.89,69258.08,68755.0,68760.01,452.46998
2026-03-03 02:00:00+00:00,68760.01,68774.13,68210.71,68512.17,848.26905
2026-03-03 03:00:00+00:00,68512.17,68550.0,68231.47,68377.94,458.44735
2026-03-03 04:00:00+00:00,68377.94,68454.63,68050.11,68123.2,436.46143
2026-03-03 05:00:00+00:00,68123.19,68617.42,67845.84,67947.75,913.85345
2026-03-03 06:00:00+00:00,67947.75,68250.24,67800.0,68106.73,821.19287
2026-03-03 07:00:00+00:00,68106.73,68275.2,67951.24,68172.8,1165.60519
2026-03-03 08:00:00+00:00,68172.79,68311.83,66905.0,67003.3,1883.4522
2026-03-03 09:00:00+00:00,67003.3,67184.71,66340.14,66647.98,1767.88336
2026-03-03 10:00:00+00:00,66647.98,67030.75,66440.46,66860.3,1159.50732
2026-03-03 11:00:00+00:00,66860.3,67166.5,66779.37,67026.61,1271.91624
2026-03-03 12:00:00+00:00,67026.6,67973.2,67025.93,67399.85,1323.51079
2026-03-03 13:00:00+00:00,67399.85,67435.0,66635.3,66931.31,709.75818
2026-03-03 14:00:00+00:00,66931.32,67210.46,66859.86,67196.54,136.6847
